job_title,company_name,location,job_type,experience_level,education_req,salary_range,job_requirements,job_responsibilities,industries,job_function,applicant_count,posted_date,source_platform,source_url,scraped_at
AI Engineer - NLP,AJARI.AI,"Jakarta Raya, Indonesia",,Senior tingkat menengah,,Tidak Dicantumkan,"Qualifications – Must Have: Minimum 1 year full-time experience in AI-related fields: NLP / Machine Learning / Data Science. Minimum 3+ years of professional experience with Python. Minimum 2+ years of professional experience with: Object-Oriented Programming (OOP) and PyTorch. Software engineering experience, including: API development, Use of Git (branching, pull requests, code reviews), Database integration, Basic unit testing. Hands-on project experience with: LLM + RAG (Retrieval-Augmented Generation) and Agentic / tools-based workflow (e.g., function/tool calling). Qualifications – Preferred: Hands-on experience with frameworks and tools such as: LlamaIndex, LangChain, LangGraph, FastAPI and Vector Databases (e.g., Pinecone, Weaviate, Chroma, Qdrant). Knowledge of: Async/sync program","Company Description AJARI TECHNOLOGIES is a technology company focused on an AI-powered learning and workforce development platform. Our solutions are designed for governments, institutions, schools, universities, and large organizations to personalize education, upskill, and transform learning outcomes at a national level. We work to scale education to meet the diverse needs of our clients, ensuring impactful results and continuous improvement. About the Role This is a full-time on-site role fo","Teknologi, Informasi, dan Internet","Rekayasa, Teknologi Informasi",74,2026-03-02,LinkedIn,https://id.linkedin.com/jobs/view/ai-engineer-nlp-at-ajari-ai-4378485278,2026-03-04 19:00:45
AI Engineer (Solutions Architect + Applied AI),ShaeWellness,Jakarta,,Senior tingkat menengah,,Tidak Dicantumkan,"requirement interpretation, Automated test generation, Regression testing automation, Release validation and deployment automation Data Governance, Privacy, and Security Design systems that handle sensitive health and personal data using privacy-by-design principles Define policies for PII and PHI data handling, Consent management, Data lineage and traceability, Retention policies, Cross-border data compliance Support integrations with external systems such as Wearables platforms, Electronic Health Records (EHR), Laboratory Information Systems (LIS), Payment systems Ensure all systems maintain strong security foundations including encryption, key management, and least-privilege access controls Requirements Required Skills & Experience Strong experience building cloud-based systems and AI-p","Responsibilities AI Platform Architecture and Infrastructure Design and maintain scalable AI-first architecture supporting multi-tenant B2B2C platforms, APIs, and white-label deployments Build and maintain event-driven systems, modern data infrastructure, and distributed service architectures Work extensively with Azure managed cloud services, including serverless infrastructure and containerized workloads Manage infrastructure components such as Vector Databases, Feature stores, Data pipelines, CI/CD pipelines, Infrastructure-as-code, Secrets and identity management Establish strong operational standards including SLIs, SLOs, error budgets, monitoring, alerting, and incident runbooks Design infrastructure with cost-awareness, scalability, and reliability as primary principles Leverage AI-",Jasa TI dan Konsultan TI,Lainnya,,2026-03-04,LinkedIn,https://id.linkedin.com/jobs/view/ai-engineer-solutions-architect-%2B-applied-ai-at-shaewellness-4380939560,2026-03-04 19:00:48
AI Engineer,Kata.ai,Gambir,,Tingkat pemula,,Tidak Dicantumkan,"Qualifications Qualifications & Education : Bachelor's degree in Computer Science, Artificial Intelligence, Data Science, Computational Linguistics, or related field Master's degree in AI/ML is a plus Relevant certifications (GCP AI/ML, DeepLearning.AI, etc.) are advantageous Technical Skills : LLM Integration: OpenAI GPT-4o, Anthropic Claude, Google Gemini, or open-source models (LLaMA, Mistral, Qwen) AI Frameworks: LangChain, LlamaIndex, CrewAI, or similar agent/RAG orchestration frameworks Prompt Engineering: System prompt design, few-shot prompting, chain-of-thought, structured output (JSON mode, function calling) RAG Pipelines: Document chunking, embedding strategies, retrieval optimization, reranking Vector Databases: Pinecone, Weaviate, Qdrant, or pgvector Voice AI: LiveKit Agents S","Company Description Kata.ai is an Indonesian Conversational Artificial Intelligence company with a focus on creating technology to enhance the understanding of human conversations, improving the way humans collaborate with machines. Kata.ai’s Natural Language Processing (NLP) technology powers MultiPurpose chatbots (virtual customer service / virtual friend) for major corporations in Indonesia across different kinds of industries such as Unilever (FMCG), Telkomsel (Telco), Bank BRI (Financial Se",Jasa TI dan Konsultan TI,"Rekayasa, Teknologi Informasi",49,2026-03-04,LinkedIn,https://id.linkedin.com/jobs/view/ai-engineer-at-kata-ai-4380788195,2026-03-04 19:00:54
Machine Learning Engineer,CODE.ID,Jakarta,,Tingkat pemula,,Tidak Dicantumkan,"Qualifications 3 years of hands-on experience in building ML models deployed into real-world business applications or research. Good understanding of ML/DL framework such as Jupyter Notebook, Anaconda, Tensorflow, Keras, Scikit-Learn, PyTorch, MXNet, etc. Experience working with cloud services platform (AWS or Azure) to build ML/DL pipelines; training , evaluating, deploying (Docker container). Proficiency with Python and basic libraries for ML such as scikit-learn and pandas Strong working knowledge of modern ML/DL algorithms (classification, regression, clustering, hyperparameter tuning, etc). Experience in working with LLM for text and image generation Experience in working with Generative AI Show more Show less","Designing, building, and training machine learning models and AI systems Deploying ML models into production environments and automating data pipelines to run on real-time data. Preprocessing, cleaning, and analyzing large datasets (Big Data) to identify patterns and anomalies. Working with Data Scientists and Software Engineers to align models with business requirements Minimum Qualifications 3 years of hands-on experience in building ML models deployed into real-world business applications or ",Jasa TI dan Konsultan TI,"Rekayasa, Teknologi Informasi",38,2026-02-24,LinkedIn,https://id.linkedin.com/jobs/view/machine-learning-engineer-at-code-id-4377508355,2026-03-04 19:00:59
AI Validation & Model Assurance,PT. Indosat Tbk,Area DKI Jakarta,,Senior tingkat menengah,,Tidak Dicantumkan,"Role Purpose The AI Validation & Model Assurance role is responsible for ensuring that AI and machine learning models are robust, reliable, fair, and fit for purpose throughout their lifecycle. This role provides independent assurance that models meet defined performance, fairness, and stability standards before and after deployment, and that appropriate human oversight is embedded in AI-assisted decision-making. The AI Validation & Model Assurance function establishes and enforces model validat","Responsibilities Define and maintain model validation and testing standards across the AI lifecycle Design and execute pre-deployment and post-deployment validation activities Assess and document model bias, fairness, accuracy, robustness, and performance stability Monitor and evaluate model drift (data drift, concept drift, performance drift) Define and enforce Human-in-the-Loop (HITL) and human oversight controls for AI-assisted decisions Review validation evidence and gate model promotion from pre-production to production Require remediation, retraining, or rollback where models fail to meet defined thresholds Required Knowledge & Skills Strong understanding of end-to-end AI/ML model development lifecycle, including problem framing, data preparation, feature engineering, model training,","Telekomunikasi, Platform Marketplace Internet",Analis,,2026-02-15,LinkedIn,https://id.linkedin.com/jobs/view/ai-validation-model-assurance-at-pt-indosat-tbk-4372328411,2026-03-04 19:01:03
AI Governance Operations & Enablement,PT. Indosat Tbk,"Jakarta Raya, Indonesia",,Senior tingkat menengah,,Tidak Dicantumkan,"requirements into practical, usable processes Experience designing and delivering training, briefings, or awareness sessions Strong stakeholder management and facilitation skills Experience 3–7+ years of experience in AI governance, technology risk, data governance, PMO, or operational enablement Experience supporting governance processes in large or regulated organizations preferred Exposure to AI lifecycle management or model operations is an advantage Show more Show less","responsibilities under the AI governance framework Responsibilities Maintain an enterprise-wide AI use-case inventory, including ownership, risk classification, and lifecycle status Operate and continuously improve AI governance workflows covering use-case intake, risk assessment, approval, monitoring, and review Support workflow automation using governance, GRC, or internal tooling to improve efficiency and traceability Develop and maintain AI governance templates, SOPs, standards, and playbooks Ensure governance documentation is complete, current, and audit-ready Drive AI governance training and awareness for technical, business, and leadership audiences Act as a central coordination point between business, data, risk, legal, and IT teams Required Knowledge & Skills Strong understanding","Telekomunikasi, Platform Marketplace Internet",Analis,,2026-02-15,LinkedIn,https://id.linkedin.com/jobs/view/ai-governance-operations-enablement-at-pt-indosat-tbk-4372333406,2026-03-04 19:01:09
Talent Acquisition Intern,Meratus Group,Surabaya dan Sekitarnya,,Magang,,Tidak Dicantumkan,Requirements Student semester 7/ 8/ last semester from related major Communicates effectively in English (Both speaking and writing) Ability to work independently and as part of a team Familiarity with basic HR tools and platforms is a plus Show more Show less,"About The Job Talent Acquisition Intern Meratus Group is a leading integrated maritime and logistics operator in Indonesia, pioneering innovative solutions that drive efficiency and sustainability in the industry. With a rich history dating back to 1957, Meratus has evolved into a powerhouse, operating over 45 shipping routes, a fleet of 100 vessels, and a network of container terminals and logistics centres. At Meratus, we are committed to digitalization, innovation, and transformation, ensurin","Transportasi, Logistik, Rantai Pasokan, dan Penyimpanan",Sumber Daya Manusia,69,2026-03-03,LinkedIn,https://id.linkedin.com/jobs/view/talent-acquisition-intern-at-meratus-group-4380378049,2026-03-04 19:01:16
Remote Recruiter (Freelance),The Construction Index Ltd,Surabaya,,Tingkat pemula,,Tidak Dicantumkan,"Salary: US$3000 - US$11000 per month Type: Contract Region: International Town/City: Surabaya Posted: 03/03/2026 Reference: RecX004_1772527319 Job Description Remote Recruiter - No Experience Needed Location: Remote (Worldwide) Type: Freelance / Flexible / Platform Access Overview: RecXchange is a global platform for people who want to work as recruiters, earn from real roles, and collaborate with others around the world. You can be experienced or completely new - the system supports all levels.","Salary: US$3000 - US$11000 per month Type: Contract Region: International Town/City: Surabaya Posted: 03/03/2026 Reference: RecX004_1772527319 Job Description Remote Recruiter - No Experience Needed Location: Remote (Worldwide) Type: Freelance / Flexible / Platform Access Overview: RecXchange is a global platform for people who want to work as recruiters, earn from real roles, and collaborate with others around the world. You can be experienced or completely new - the system supports all levels.",Produksi dan Distribusi Media Penyiaran,Sumber Daya Manusia,39,2026-03-03,LinkedIn,https://id.linkedin.com/jobs/view/remote-recruiter-freelance-at-the-construction-index-ltd-4380525874,2026-03-04 19:01:21
Collection Team Lead - Surabaya,Amar Bank,Surabaya,,Tidak Berlaku,,Tidak Dicantumkan,"Requirements: Minimum education of a Bachelor’s degree (S1) Minimum of 1 year experience as a Collection Team Leader or Supervisor, with strong leadership capabilities Proven experience in Collection (both Field and Desk) Strong track record in team management Demonstrated ability to make sound decisions within a team setting Excellent communication and negotiation skills Disciplined, with the ability to work effectively both independently and in a team Placement Kantor Cabang Wiyung, Surabaya We may use artificial intelligence (AI) tools to support parts of the hiring process, such as reviewing applications, analyzing resumes, or assessing responses. These tools assist our recruitment team but do not replace human judgment. Final hiring decisions are ultimately made by humans. If you woul","Responsibilities: Monitor and manage the performance of the Field Collection team, ensuring all billing activities are conducted in accordance with SOP. Develop and implement effective collection strategies to improve payment rates Provide regular briefings, coaching, and motivation to the team to ensure target achievement Negotiate the settlement of Tunaiku arrears with customers in a professional manner Minimize risks arising from the collection process through proactive risk management Take full responsibility for meeting collection and performance targets Coordinate with internal and external stakeholders to implement strategies and achieve organizational goals Requirements: Minimum education of a Bachelor’s degree (S1) Minimum of 1 year experience as a Collection Team Leader or Superv",Perbankan,"Akuntansi/Audit, Keuangan",,2026-02-05,LinkedIn,https://id.linkedin.com/jobs/view/collection-team-lead-surabaya-at-amar-bank-4369673418,2026-03-04 19:01:27
English Transcription Specialist (Remote Job - Indonesia),Chemin AI,Surabaya,,Tingkat pemula,,Tidak Dicantumkan,"Requirements Strong English fluency (C1 level or higher) to handle diverse accents Prior experience in English writing A laptop or desktop computer with a stable internet connection High attention to detail and consistency Growth mindset and willingness to adapt to the project Strong time management and ability to maintain sustained commitment Complete this pre-assessment first to be considered for training and onboarding Tips: Read the guidelines thoroughly and recheck after you complete the assessment so you won't miss any details Bonus points if you have: Prior experience in transcription or data annotation projects Academic background in any STEM, Social Sciences, Psychology, Linguistics, Humanities, or similar fields Working Arrangements Fully remote project Expected commitment of app","Responsibilities Deliver high-quality transcriptions of audio clips with minimal revisions Segment spoken content into distinct, meaningful components Identify and label speakers and their accents accurately Communicate effectively with Project Managers on challenges, questions, or feedback Meet key deadlines while maintaining quality and consistency Requirements Strong English fluency (C1 level or higher) to handle diverse accents Prior experience in English writing A laptop or desktop computer with a stable internet connection High attention to detail and consistency Growth mindset and willingness to adapt to the project Strong time management and ability to maintain sustained commitment Complete this pre-assessment first to be considered for training and onboarding Tips: Read the guidel",Jasa TI dan Konsultan TI,Lainnya,33,2026-02-26,LinkedIn,https://id.linkedin.com/jobs/view/english-transcription-specialist-remote-job-indonesia-at-chemin-ai-4378331712,2026-03-04 19:01:39
Digital Marketing Assistant,TalentPop App,Surabaya,,Tidak Berlaku,,Tidak Dicantumkan,"Requirements Stable DSL, Cable, or Fiber internet connection (minimum 15 Mbps, LAN connection preferred). Personal PC or laptop with a minimum i5 processor. What We Offer Annual performance-based salary increases. Health and dental insurance coverage or a health stipend to support your well-being. Paid Time Off and a Holiday Bonus. Recognition and performance incentives. Fast growth means excellent chances for career advancement within the company! Important: Application Instructions To be considered for this position, please make sure to include the following application code in your submission: DMA25 . This code helps us quickly identify applicants for the Digital Marketing Assistant role. Applications submitted without this code may experience delays in processing. Be sure to highlight","Join TalentPop as a Digital Marketing Assistant (Remote) TalentPop is a fast-growing e-commerce company committed to connecting with customers and driving traffic to our Shopify store and other marketplaces. We are looking for a creative, data-savvy, and motivated Digital Marketing Assistant to join our team. If you thrive on improving online visibility, crafting engaging content, and supporting key marketing initiatives, we want to hear from you! What You'll Do Assist in the creation, editing, ",Jasa TI dan Konsultan TI,"Pemasaran, Penjualan",,2026-03-04,LinkedIn,https://id.linkedin.com/jobs/view/digital-marketing-assistant-at-talentpop-app-4378592913,2026-03-04 19:01:45
German Transcription (Remote - Asia),Chemin AI,Surabaya,,Tingkat pemula,,Tidak Dicantumkan,"Requirements What will I be doing? Listen to audio clips and transcribe them clearly in German Split audio into appropriate sections based on natural speech flow Label speakers when more than one voice is present Add simple tags where required (e.g. gender, age range, emotion) Follow quality and annotation guidelines carefully Communicate and collaborate with the Project Manager Complete assigned tasks within the given timeline What do I need? Fluent in German and English (required) Comfortable reading and writing in both German and English Strong listening skills with the ability to understand various German accents and speaking styles Should have B1/B2 proficiency or higher, with strong confidence in writing, listening, and reading Detail-oriented and patient, able to maintain at least 9",About Kaya Kaya by Chemin Sdn Bhd is a community for high-performing data annotators who play an integral role in shaping the future of machine learning and artificial intelligence. Kaya offers a collaborative environment where ambitious annotators can thrive. It is a tight-knit community that supports members' professional growth and helps them build a long-term career in data labelling and AI. Join Kaya and start contributing to impactful AI projects. About The Role We are looking for German a,Jasa TI dan Konsultan TI,Lainnya,,2026-02-26,LinkedIn,https://id.linkedin.com/jobs/view/german-transcription-remote-asia-at-chemin-ai-4378346044,2026-03-04 19:01:49
Account Officer - SME (Surabaya),Moladin,Surabaya,,Tingkat pemula,,Tidak Dicantumkan,"Requirements Pengalaman minimal 1 tahun di bidang SME atau Commercial Banking adalah wajib Memiliki integritas tinggi, kemampuan kerjasama yang baik dan terbiasa bekerja dengan target penjualan Memiliki komunikasi serta kemampuan negosiasi dan pemecahan masalah yang baik Wajib memiliki kendaraan bermotor dan SIM C Tidak memiliki catatan kriminalitas About Moladin Moladin is Indonesia’s leading mobility fintech platform with end to end financing solutions for all players in the used car and EV ecosystem. Moladin empowers its rapidly growing network of more than 26,000 active used car agents and dealer MSMEs, and provides used car consumers with better financing access through digitized loan underwriting. This is supported by its strong used car capabilities with branches and warehouses cove","Responsibilities Bertanggung jawab untuk mencapai sales target (volume) dan account booking sesuai yang telah ditetapkan perusahaan. Membangun relasi dengan konsumen dan mengidentifikasi prospek revenue yang baru Melakukan penjualan produk SME Moladin Finance kepada konsumen Menjaga kualitas booking agar mencapai standar yang telah ditetapkan oleh perusahaan Requirements Pengalaman minimal 1 tahun di bidang SME atau Commercial Banking adalah wajib Memiliki integritas tinggi, kemampuan kerjasama yang baik dan terbiasa bekerja dengan target penjualan Memiliki komunikasi serta kemampuan negosiasi dan pemecahan masalah yang baik Wajib memiliki kendaraan bermotor dan SIM C Tidak memiliki catatan kriminalitas About Moladin Moladin is Indonesia’s leading mobility fintech platform with end to end",Penerbitan Konten Online,"Akuntansi/Audit, Keuangan",44,2026-02-18,LinkedIn,https://id.linkedin.com/jobs/view/account-officer-sme-surabaya-at-moladin-4374700296,2026-03-04 19:01:54
Business Development Manager (East Java),Ninja Xpress,Surabaya,,Senior tingkat menengah,,Tidak Dicantumkan,"Requirements 3-5 years of experience as a sales Proven background in working with 4PL & 3PL logistics companies Experienced in LTL, Road Logistics Sales with Customer Networks Minimum Bachelor’s degree of all major Strong communication and interpersonal skills to build relationships with internal and external stakeholders Excellent knowledge in eCommerce/international logistics and/or parcels will be highly advantageous A self-motivated, result-oriented individual, passionate about sourcing new business Excellent listening, negotiation and presentation abilities with strong verbal and written communication skills Proactive, resourceful with the ability to work well independently or in groups Strong networker & relationship builder and highly goal-driven and work well in fast-paced environm","Ninja Van is a tech-enabled logistics company on a mission to provide hassle-free delivery services for businesses of all sizes across Southeast Asia. Launched in 2014, we started operations in Singapore and have become the region's largest and fastest growing last-mile logistics company, partnering with over 35,000 merchants and delivering more than 1,000 parcels every minute across six countries. At our core, we are a technology company that is disrupting a massive industry with cutting-edge s","Transportasi, Logistik, Rantai Pasokan, dan Penyimpanan","Pengembangan Bisnis, Penjualan",,2026-02-25,LinkedIn,https://id.linkedin.com/jobs/view/business-development-manager-east-java-at-ninja-xpress-4321637097,2026-03-04 19:02:00
Software Development Engineer,PT. Indosat Tbk,"Jakarta Raya, Indonesia",,Asosiasi,,Tidak Dicantumkan,"Qualifications Bachelor’s degree in Computer Science or related field. A Master’s degree is a plus. Minimum 1-5 years of total experience in software development area. Professional experience building production software in one or more languages (e.g.,Java/Kotlin, Go, Python, TypeScript). Solid grasp of computer science fundamentals: data structures, algorithms, concurrency, anddistributed systems basics. Experience designing REST/gRPC APIs, working with relational and/or NoSQL databases, andusing version control (Git) with modern branching strategies. Hands-on with automated testing and CI; understands build pipelines and artifactmanagement. Preferred Qualifications Cloud-native development on AWS/GCP/Azure; familiarity with containers (Docker) andorchestration (Kubernetes). Infrastructur","Responsibilities Design and implement features with clean, maintainable code; write unit, integration, and end-to-end tests aligned to a testing pyramid. Collaborate with product and design to refine requirements, define acceptance criteria, andplan iterative delivery with clear milestones. Build reliable APIs/services and data models; ensure backward compatibility and clearcontracts for consumers. Instrument code with logs, metrics, and traces; define SLOs/SLIs; triage and resolveproduction issues with blameless root-cause analysis. Automate workflows (CI/CD pipelines, code quality checks, security scans) and championcontinuous delivery practices including canary/blue-green strategies where applicable. Maintain high standards for code reviews, documentation, and technical debt management;","Jasa TI dan Konsultan TI, Perbankan",Rekayasa,,2026-02-10,LinkedIn,https://id.linkedin.com/jobs/view/software-development-engineer-at-pt-indosat-tbk-4370612695,2026-03-04 19:02:10
Software Development Engineer Middleware,PT. Indosat Tbk,"Jakarta Raya, Indonesia",,Senior tingkat menengah,,Tidak Dicantumkan,"Qualifications Bachelor’s degree in Computer Science or related field. A Master’s degree is a plus. Minimum 1-5 years of total experience in software development area. Professional experience building production software in one or more languages (e.g.,Java/Kotlin, Go, Python, TypeScript). Solid grasp of computer science fundamentals: data structures, algorithms, concurrency, anddistributed systems basics. Experience designing REST/gRPC APIs, working with relational and/or NoSQL databases, andusing version control (Git) with modern branching strategies. Hands-on with automated testing and CI; understands build pipelines and artifactmanagement. Preferred Qualifications Preferred Qualifications Cloud-native development on AWS/GCP/Azure; familiarity with containers (Docker) andorchestration (K","Responsibilities Design and implement features with clean, maintainable code; write unit, integration, and end-to-end tests aligned to a testing pyramid. Collaborate with product and design to refine requirements, define acceptance criteria, andplan iterative delivery with clear milestones. Build reliable APIs/services and data models; ensure backward compatibility and clearcontracts for consumers. Instrument code with logs, metrics, and traces; define SLOs/SLIs; triage and resolveproduction issues with blameless root-cause analysis. Automate workflows (CI/CD pipelines, code quality checks, security scans) and championcontinuous delivery practices including canary/blue-green strategies where applicable. Maintain high standards for code reviews, documentation, and technical debt management;",Telekomunikasi,"Rekayasa, Teknologi Informasi",,2026-03-03,LinkedIn,https://id.linkedin.com/jobs/view/software-development-engineer-middleware-at-pt-indosat-tbk-4370958156,2026-03-04 19:02:16
Application Developer,LG Sinar Mas,"Jakarta Raya, Indonesia",,Tingkat pemula,,Tidak Dicantumkan,"Qualification Fresh Graduate (0–1 year experience) in: Computer Science / Information Systems / IT / related field Internship or academic project exposure to web/mobile application development is a plus Basic understanding of: Web & mobile application concepts, REST API and JSON & Client-server architecture Basic knowledge of: SQL query (SELECT, basic validation), Log reading and simple troubleshooting Willing to learn monitoring tools (ELK, Splunk, Dynatrace, etc.) Familiar with SDLC and basic ITIL concept (incident & change) Show more Show less","Responsibilities: Subject Matter Expert (SME) for customer-facing Mobile and Web applications Provide enterprise-grade application support to ensure availability and data integrity Perform advanced troubleshooting for complex application, API, and data issues escalated from L1 Monitor application health and performance using logs (ELK/Splunk) and APM tools (Dynatrace/AppDynamics) Maintain and tune application servers Execute deployments, configuration changes, and hotfixes in production following ITIL Change Enablement Coordinate with L3 vendors or internal development teams Qualification Fresh Graduate (0–1 year experience) in: Computer Science / Information Systems / IT / related field Internship or academic project exposure to web/mobile application development is a plus Basic understan",Jasa TI dan Konsultan TI,"Rekayasa, Teknologi Informasi",,2026-03-03,LinkedIn,https://id.linkedin.com/jobs/view/application-developer-at-lg-sinar-mas-4379147706,2026-03-04 19:02:21
Junior Software Engineer,"PT. Erajaya Swasembada, Tbk.","Jakarta Raya, Indonesia",,Tingkat pemula,,Tidak Dicantumkan,"Qualifications Familiarity with Docker, Kubernetes, or basic containerization concepts. Soft Skills Strong analytical thinking; able to break down complex problems into manageable tasks. Habit of writing clean, readable code and maintaining proper technical documentation. Adaptable and proactive learner, especially when required to work across different supported languages. Show more Show less","We are looking for a disciplined and curious IT Programmer to join our development team. You will be responsible for building, testing, and maintaining high-quality code. Whether your expertise lies in the enterprise reliability of Java, the versatility of JavaScript, or the memory safe performance of Rust, we value clean logic and a proactive approach to problem solving. Requirements Min Bachelor Degree from Computer Science, Information Technology, or equivalent Minimum 2 years of professional",Ritel,Teknologi Informasi,,2026-02-18,LinkedIn,https://id.linkedin.com/jobs/view/junior-software-engineer-at-pt-erajaya-swasembada-tbk-4373302288,2026-03-04 19:02:26
Frontend Software Engineer,PT Bank Sinarmas Tbk,"Jakarta Raya, Indonesia",,Tingkat pemula,,Tidak Dicantumkan,"About the Role We are looking for an adaptable Senior Frontend Engineer to join our centralized engineering team. In this role, you will act as a technical anchor, architecting scalable solutions across diverse banking business domains. You must thrive in a high-paced environment with frequent context switching, ensuring reliability and performance while mentoring junior team members to excellence. What You Will Do Architect, develop, and maintain complex web applications using ReactJS and Next.","About the Role We are looking for an adaptable Senior Frontend Engineer to join our centralized engineering team. In this role, you will act as a technical anchor, architecting scalable solutions across diverse banking business domains. You must thrive in a high-paced environment with frequent context switching, ensuring reliability and performance while mentoring junior team members to excellence. What You Will Do Architect, develop, and maintain complex web applications using ReactJS and Next.",Perbankan,Teknologi Informasi,,2026-02-09,LinkedIn,https://id.linkedin.com/jobs/view/frontend-software-engineer-at-pt-bank-sinarmas-tbk-4370206647,2026-03-04 19:02:30
Fullstack Developer,Gositus / PT Go Online Solusi,Jakarta,,Tingkat pemula,,Tidak Dicantumkan,"Qualifications Proven experience with portfolio of successfully delivered projects. Proficiency in HTML/CSS & Javascript and familiarity with front-end frameworks such as Reach, Vue.js, Tailwind. Solid back-end experience with Python, PHP, Node.js, or Go. Experience with TypeScript. Experience using database such as PostgreSQL or MySQL. Familiarity with version control systems, preferably Git. Familiarity with DevOps practices and tools such as Docker, Kubernetes, Jenkins, or CircleCI. Strong understanding of web accessibility standards and best practices. Ability to explain technical concepts clearly to non-technical stakeholders in simple and understandable language. Strong communication skills, problem-solving, and attention to detail. Show more Show less","Responsibilities Develop and maintain high quality websites using the latest technologies and frameworks. Work collaboratively with the design and product teams to create attractive and user-friendly websites. Write clean, efficient, and well-documented code that adheres to coding standards and best practices. Troubleshoot and debug issues, from database queries and source code, to ensure optimal performance. Conduct cross-browser testing to ensure consistent user experience. Stay up-to-date with emerging technologies and backend trends to drive continuous improvement. Minimum Qualifications Proven experience with portfolio of successfully delivered projects. Proficiency in HTML/CSS & Javascript and familiarity with front-end frameworks such as Reach, Vue.js, Tailwind. Solid back-end exper",Jasa TI dan Konsultan TI,"Rekayasa, Teknologi Informasi",110,2026-02-25,LinkedIn,https://id.linkedin.com/jobs/view/fullstack-developer-at-gositus-pt-go-online-solusi-4378029794,2026-03-04 19:02:39
Jr Developer,"NTT DATA, Inc.",Area DKI Jakarta,,Tingkat pemula,,Tidak Dicantumkan,"qualifications and certifications: Bachelor's Degree (S1) in Computer Science, Information Technology, Information Systems, or a relevant field. Minimum 6 months hands-on programming experience Experience in any tech stack (Java, .NET, Python, etc.) Eagerness to learn and collaborate in a dynamic environment Required experience: Fresh Graduates are welcome to apply! A solid internship or personal project portfolio will be a significant advantage. Entry level experience working with geo-distributed teams through innovation, bootstrapping, pilot, and production phases with multiple stakeholders to the highest levels of quality and performance Experience in any tech stack (Java, .NET, Python, etc.) Familiarity with working with large data sets and ability to apply proper ML/AI algorithms. Ent","responsibilities: Receives detailed instructions to design and develop solutions and functionality that drives the growth of business. Assists with writing and testing code. Assists with the execution of automated testing. Takes directions from various stakeholders to participate in software deployment. Assists with delivering software components while working in collaboration with the product team. Supports the integration and building of solutions through automation and coding, using 3rd party software. Receives detailed instructions to craft, build, and debug large scale distributed systems. Assists with writing, updating and maintaining the technical program, end-user documentation, and operational procedures. Assists with refactoring code. Assists with the reviewing of code written by",Jasa TI dan Konsultan TI,"Rekayasa, Teknologi Informasi",,2026-02-11,LinkedIn,https://id.linkedin.com/jobs/view/jr-developer-at-ntt-data-inc-4348876488,2026-03-04 19:02:44
Back End Developer,Permata Bank,Tangerang Selatan,,Senior tingkat menengah,,Tidak Dicantumkan,"Requirement: Programming Language: Java (Spring Boot, JSP), SAS Programming Database: Oracle, MySQL Process: ETL (Extract, Transform, Load), Data mapping, Data transformation Experience working in IT Banking. Good communication. Fluent English (verbal and written). Has some experience working on AML system. Directorates : Technology PT Bank Permata Tbk hereby informs that the company does not impose any charges in the employee recruitment process. Show more Show less","Company Description : We are one of the top 10 biggest banks in terms of assets in Indonesia and listed in the Indonesia Stock Exchange. Permata Bank is a KBMI 3 with a strong core capital of nearly 50 trillion rupiahs. We believe that our employees are our greatest asset, and we are deeply committed to creating an environment where they can Learn, Grow, and Make a difference. This commitment is reflected in the recognition we've received-HR Excellent Award 2024 in the Learning Development and K",Perbankan,Teknologi Informasi,,2026-02-10,LinkedIn,https://id.linkedin.com/jobs/view/back-end-developer-at-permata-bank-4370612238,2026-03-04 19:02:49
Quality Engineer,PT. Indosat Tbk,"Jakarta Raya, Indonesia",,Tingkat pemula,,Tidak Dicantumkan,"requirements for testability and risk Design and execute functional & non-functional test cases Build and maintain automated test suites (Web, API, Mobile, Integration) Execute SIT & end-to-end testing across platforms Integrate automation into CI/CD pipelines Manage defects and support root cause analysis Validate release readiness and support go-live stabilization Monitor quality and drive continuous improvement Tools & Technologies Web Automation Selenium, Playwright, Cypress Mobile Automation Appium, Espresso, XCUITest API Testing Postman, REST Assured, Karate DSL CI/CD & DevOps Git, Jenkins, GitLab, GitHub Actions, Docker Test & Monitoring Jira, JMeter Requirements Bachelor’s Degree in Computer Science / IT / Engineering / Mathematics 0–2 years experience (Fresh Graduates welcome) GPA","About The Role We’re looking for a passionate SDET / Quality Engineer to ensure end-to-end quality, reliability, and performance of digital products across the telco value chain. You will embed quality engineering practices into the Agile delivery lifecycle, working closely with Product, Engineering, DevOps, and Data teams to deliver high-quality digital platforms including onboarding, billing, self-care, APIs, and data pipelines. This role is ideal for fresh graduates or candidates with up to 3",Telekomunikasi,Jaminan Kualitas,,2026-02-20,LinkedIn,https://id.linkedin.com/jobs/view/quality-engineer-at-pt-indosat-tbk-4375649559,2026-03-04 19:02:55
